SeqNumber	rrtf_1v2.p	rrtf_1v2.d1	rrtf_1v2.d2	rrtf_1v3.p	rrtf_1v3.d1	rrtf_1v3.d2	rrtf_1v4.p	rrtf_1v4.d1	rrtf_1v4.d2	rrtf_2v3.p	rrtf_2v3.d1	rrtf_2v3.d2	rrtf_2v4.p	rrtf_2v4.d1	rrtf_2v4.d2	rrtf_3v4.p	rrtf_3v4.d1	rrtf_3v4.d2
39119	0.481574	0.0264967	0	0.941615	0.186171	0.18286	0.989913	0.188457	0.187981	0.899308	0.182535	0.188622	0.849078	0.184058	0.193299	0.307836	0	0.00177676
39120	0.37211	0.00929416	0.00257386	0.00560273	0.147588	0.352507	0.00431381	0.1455	0.353947	0.00289212	0.124627	0.333826	0.00218604	0.12283	0.335431	0.297325	0	0.00281439
39122	0.612497	0.025578	0	0.377508	0.313084	0.20658	0.497024	0.294618	0.216895	0.523392	0.267764	0.202656	0.647633	0.271069	0.221599	0.565268	0	0.0282662
39123	1	0	0	0.266685	0.0020299	0.00516674	0.266532	0.00197245	0.00502036	0.266532	0.00197045	0.00501524	0.266506	0.00196896	0.00500798	1	0	0
39125	0.637468	0	0.0304136	0.66686	0.0578104	0.105959	0.66681	0.05766	0.106222	0.754997	0.109595	0.0826121	0.754996	0.109592	0.0826109	1	0	0
39126	1	0	0	0.651328	0.0150546	0.00988884	0.651323	0.015058	0.00989182	0.651323	0.0150564	0.00988952	0.651321	0.0150609	0.00989342	1	0	0
39128	1	0	0	0.747109	0.0242184	0.0314709	0.74712	0.0242176	0.0314796	0.746805	0.024534	0.0319058	0.747016	0.024241	0.0315066	0.995306	0	0
39129	0.309704	0	0.00935809	0.800645	0.0763625	0.0613288	0.800683	0.0760984	0.0612147	0.603381	0.0874545	0.0566838	0.603372	0.0874292	0.0566963	1	0	0
39130	0.298969	0	0.00143433	0.0705505	0.0410725	0.0717317	0.0705502	0.0410735	0.0717212	0.0948636	0.0427855	0.0712236	0.0948636	0.0427849	0.0712166	1	0	0
39131	0.097623	0.00536241	0	0.185516	0.0465823	0.0744905	0.185536	0.0464695	0.0743098	0.0761511	0.0406048	0.0796514	0.0761516	0.040597	0.079627	0.996806	0	0
39132	0.46016	0.00176148	0.00807247	0.121789	0.0251786	0.0702069	0.18036	0.0270749	0.0667262	0.15868	0.030081	0.0755604	0.228075	0.0320451	0.0715033	0.253259	0.00215347	0
39133	0.162059	0.00400587	0.0238557	0.00474803	0.110036	0.361947	0.00474825	0.11003	0.361038	0.0236378	0.139403	0.31696	0.0236379	0.139351	0.317652	1	0	0
39134	1	0	0	0.269894	0	0.000438038	0.27478	0	0.000523399	0.275487	0	0.000512192	0.275566	0	0.000505959	1	0	0
39135	0.269664	0	0.00804503	0.306699	0.0999073	0.154763	0.306699	0.099914	0.154781	0.406523	0.112503	0.159252	0.406524	0.11255	0.159262	1	0	0
39136	0.477118	0.0169791	0.0054261	0.86171	0.181319	0.195965	0.655402	0.181265	0.149456	0.655522	0.186148	0.228101	0.856027	0.187534	0.173318	0.315709	0.040722	0
39137	0.735255	0.00513731	0.00713205	0.0209426	0.0587346	0.0948273	0.00917013	0.0577319	0.0974143	0.0267695	0.0605711	0.0962715	0.0118641	0.0595074	0.0990145	0.037057	0	0.00466057
39138	0.979787	0.00202895	0.00195097	0.369437	0.0295713	0.0403837	0.299156	0.0293186	0.0418703	0.366979	0.0306522	0.041936	0.297026	0.0303421	0.0434086	0.261124	0	0.00151781
39140	0.338279	0	0.00167489	0.0383083	0.0149158	0.0436976	0.0256708	0.0153099	0.0476475	0.0671633	0.0172539	0.0425193	0.0465337	0.0177242	0.046393	0.250154	0	0.00238988
39141	0.978009	0.0109496	0.0105771	0.0237193	0.18817	0.564139	0.00373448	0.0975002	0.572507	0.0250337	0.181085	0.584149	0.00408043	0.0924203	0.574794	0.189456	0.0162303	0.0673368
39142	0.168123	0.0169298	0	0.72572	0.125329	0.149724	0.61066	0.1282	0.165366	0.466181	0.114857	0.16717	0.378043	0.117461	0.183838	0.435884	0	0.00995339
39143	1	0.00164257	0.00164261	0.254509	0.0393118	0.0252096	0.19291	0.0414128	0.0251152	0.271582	0.0405158	0.0268319	0.20837	0.0426431	0.026784	0.245514	0.00238321	0
39144	0.902201	0	0.000931451	0.113971	0	0.354504	0.113949	0	0.35515	0.122698	0	0.364927	0.122699	0	0.364943	1	0	0
39145	0.197864	0.0196291	0.0036509	0.158235	0.223235	0.159638	0.20511	0.218486	0.163297	0.273136	0.21334	0.165715	0.340822	0.20913	0.16906	0.516628	0.00164473	0.00458446
39146	0.11648	0	0.00680166	0.703785	0.0800012	0.0923068	0.937917	0.0767686	0.0792031	0.951724	0.0841994	0.0861502	0.80446	0.0805196	0.0731759	0.121109	0.0075368	0
39148	1	0	0	0	0.0255297	3.24926	0	0.0271136	3.31587	0	0.0237549	3.20693	0	0.0234589	3.20572	0.993875	0	0
39149	0.0753929	0.00155838	0.0086546	0.282069	0.129965	0.157842	0.190832	0.126366	0.159397	0.496054	0.136955	0.154317	0.362064	0.133251	0.155963	0.117015	0.000570942	0.00326898
39150	0.902371	0.0308537	0.0365469	0.0105513	0.15538	0.401729	0.00788477	0.152457	0.405451	0.0136187	0.163468	0.384233	0.0102316	0.160553	0.388433	0.296223	0	0.00493502
39151	0.790595	0.0126236	0	0.00495172	0.0755365	0.40689	0.00495179	0.0756016	0.406387	0.00804711	0.0893552	0.357513	0.00804717	0.0893876	0.357514	1	0	0
39152	0.103981	0	0.00717826	0.024583	0.137554	0.231079	0.0245836	0.137523	0.231036	0.0447218	0.14531	0.229875	0.0447249	0.145325	0.229815	0.997516	0	0
39153	0.544998	0.0107397	0	0.145795	0	0.117243	0.145793	0	0.117267	0.0602977	0	0.115527	0.0602975	0	0.115539	1	0	0
39154	0.773219	0.0114916	0.0149106	0.00100235	0.107615	0.257667	0.00101457	0.10787	0.25833	0.00132129	0.115021	0.276832	0.00133527	0.115152	0.277083	0.994012	0.00376807	0.00370288
39156	0.111507	0	0.00711538	0.00198772	0.0643953	0.163335	0.00198783	0.0645074	0.163685	0.00538795	0.0758146	0.170927	0.00538797	0.0758303	0.170927	1	0	0
39157	0.272846	0.00480939	0.0334371	0.588612	0.180207	0.226645	0.588627	0.180404	0.226926	0.834033	0.187704	0.203953	0.83403	0.187724	0.203998	1	0	0
39158	0.0264563	0.0201924	0.00162002	0.0306096	0.161731	0.0869002	0.0306097	0.161659	0.086897	0.146567	0.142657	0.0934932	0.146568	0.142666	0.0934959	1	0	0
39159	0.740574	0.0160556	0.00143312	0.210407	0.294202	0.466377	0.21043	0.293594	0.464625	0.202179	0.319448	0.506206	0.202151	0.319775	0.50679	1	0	0
39160	0.341597	0.00153352	0.00478485	0.34493	0.047796	0.0659806	0.290519	0.0480393	0.0686615	0.458151	0.0549799	0.0702197	0.393571	0.0551965	0.0729369	0.257978	0	0.00155684
39161	1	0	0	0.238114	0	0.000238232	0.238189	0	0.000238568	0.238274	0	0.000237327	0.238183	0	0.000237927	1	0	0
39162	0.329607	0.0063725	0	0.776405	0.0519581	0.0412624	0.776911	0.0518738	0.0412824	0.924024	0.0415555	0.045525	0.921631	0.0417109	0.0455763	1	0	0
39163	1	0.0059807	0.00587372	0.56345	0.179333	0.150892	0.620068	0.181231	0.156357	0.564219	0.184511	0.154043	0.619826	0.186462	0.159701	0.288533	0	0.00195828
39164	0.960358	0.0199508	0.0244539	0.280673	0.295515	0.385175	0.320722	0.302769	0.387985	0.307886	0.299432	0.383493	0.351766	0.30686	0.385574	0.238371	0.00393126	0
39165	0.347985	0.0124501	0.00375628	0.617325	0.11316	0.0938031	0.617324	0.113181	0.0938294	0.800101	0.0968647	0.0879568	0.800535	0.0966804	0.0877772	1	0	0
39166	0.268509	0.00217693	0	0.335618	0.0268236	0.045011	0.335599	0.026843	0.0450463	0.265066	0.0264306	0.0476377	0.265072	0.0264308	0.0476393	1	0	0
39167	0.248768	0	0.00441106	0.320939	0.0110672	0.0231544	0.208615	0.0106318	0.0262658	0.491799	0.0111985	0.019148	0.328592	0.0108023	0.022475	0.262876	0	0.00361909
39168	0.994386	0	0	0.937579	0.0750526	0.0772897	0.933765	0.07473	0.0769814	0.933364	0.0746461	0.0768892	0.933186	0.0746526	0.0768824	1	0	0
39169	0.0783624	0.00469448	0.000624011	0.520682	0.0877856	0.102575	0.520658	0.087821	0.102648	0.295024	0.0814168	0.106505	0.295032	0.0814162	0.106502	0.996862	0	0
39170	0.0697273	0.0208221	0	0.00292613	0.181889	0.503948	0.00390083	0.184839	0.498589	0.000725223	0.162074	0.539549	0.000987916	0.164542	0.534343	0.338453	0.00594917	0
39171	1	0	0	0.982243	0.00791853	0.0080764	0.982797	0.00787417	0.0080307	0.981577	0.00790378	0.00806044	0.98156	0.00790309	0.00805995	1	0	0
39172	0.261763	0	0.00489275	0.00145308	0.0574928	0.225069	0.00161305	0.057963	0.211898	0.00288545	0.0638288	0.217981	0.00322998	0.0644576	0.207198	0.477031	0.00522795	0
39173	1	0.0582668	0.0200472	0.0481123	0.141815	0.523133	0.0481048	0.141912	0.525676	0.089684	0.181751	0.691901	0.0896844	0.181751	0.691858	1	0	0
39176	0.00965033	0.0040956	0	0.691725	0.0119077	0.01012	0.692026	0.011754	0.00999032	0.515806	0.00740086	0.009964	0.515802	0.00740009	0.00996298	0.996459	0	0
39178	1	0	0	0.0589552	0.00675955	0.0190008	0.0589562	0.00674497	0.0189546	0.0589548	0.00675062	0.0189781	0.0589546	0.00674822	0.0189731	1	0	0
39179	0.263232	0	0.00578028	0.796545	0.10349	0.0931174	0.817131	0.103217	0.0939313	0.659199	0.114753	0.0961419	0.678577	0.114442	0.0969748	0.319155	0	0.00564604
39182	0.953245	0.00460816	0.00433907	0.135363	0.0277038	0.0495313	0.135363	0.0277035	0.0495524	0.148986	0.0281571	0.0503241	0.148986	0.0281528	0.0503215	1	0	0
39183	0.633338	0.0174184	0	0.77893	0.164624	0.189141	0.756108	0.162788	0.190503	0.751209	0.155538	0.179941	0.723175	0.153956	0.18185	0.957733	0.000233606	0.00483515
39184	0.75336	0.00954758	0.0122284	0.000499403	0.0962922	0.213134	0.000459479	0.0959293	0.213436	0.000919413	0.106271	0.224973	0.000849056	0.105967	0.225485	0.784152	0	0.00450509
39185	0.191729	0.020984	0	0.335577	0.174923	0.133266	0.315859	0.16879	0.12776	0.522166	0.176086	0.145992	0.495714	0.169947	0.139735	0.56573	0.0035166	0
39186	0.721704	0.00767004	0.00972834	0.717318	0.151416	0.16521	0.616357	0.152862	0.173327	0.745881	0.151644	0.164512	0.635005	0.152664	0.172978	0.257561	0	0.00231992
39187	0.144775	0.0354204	0	0.0106868	0.269013	0.430858	0.0105382	0.269999	0.433466	0.00436012	0.257796	0.433767	0.00427855	0.25878	0.436953	0.921971	0.0012955	0
39188	0.269682	0.00471537	0	0.324423	0.063485	0.093217	0.411238	0.0617743	0.0854258	0.275768	0.060356	0.0920163	0.352303	0.0586624	0.0843994	0.267163	0.00400809	0
39189	0.421047	0	0.017979	0.228664	0.157074	0.211069	0.228692	0.156838	0.210684	0.288049	0.160156	0.20599	0.288042	0.160027	0.205739	1	0	0
39190	0.99915	0	0	0.707045	0.0349523	0.0286277	0.70706	0.0349466	0.0286186	0.707079	0.0349765	0.0286518	0.706976	0.0349899	0.0286586	0.996754	0	0
39191	0.242854	0	0.0156225	0.150135	0.219042	0.317412	0.160944	0.223119	0.322676	0.181955	0.232383	0.328704	0.1944	0.236847	0.334183	0.985286	0.00590746	0.000269038
39192	0.0244095	0	0.0102696	0.150632	0.0788559	0.17871	0.150629	0.0788565	0.178701	0.243089	0.0895115	0.179714	0.243085	0.0894759	0.179798	0.995704	0	0
39193	0.614831	0	0.0120185	0.00287535	0.0342624	0.186855	0.00287549	0.0344104	0.187799	0.00376652	0.0396192	0.233974	0.00376653	0.0396139	0.233919	1	0	0
39194	0.931482	0.0109427	0.0132956	0.897008	0.637157	0.532928	0.897603	0.633748	0.531114	0.837038	0.557445	0.424646	0.837038	0.557459	0.424655	1	0	0
39196	0.24832	0	0.000411783	0.246539	0.000401013	0	0.245195	0.000413803	0	0.101005	0.000806836	0	0.101798	0.000971135	0	1	0	0
39197	0.267016	0.00218276	0	0.924495	0.0513351	0.0493295	0.88181	0.0517829	0.0486302	0.909903	0.0473754	0.0498236	0.953229	0.0478145	0.0491124	0.270657	0.000708753	0
39198	0.408656	0.00279009	0.0099238	0.666692	0.0545185	0.0459148	0.666673	0.0545542	0.0459363	0.50875	0.060188	0.0462245	0.50875	0.0601885	0.0462247	1	0	0
39199	0.998911	0	0	0.305245	0.0166901	0	0.305239	0.0167085	0	0.305246	0.016691	0	0.305238	0.0167078	0	1	0	0
39200	0.256814	0	0.0030983	0.280921	0.0309388	0.051563	0.0790075	0.0331989	0.0693392	0.392741	0.0355539	0.0525367	0.123198	0.0379022	0.0708446	0.0942644	0.00272103	0.0155007
39202	0.260729	0	0.00539914	4.1777e-06	0.00684607	0.111642	4.17367e-06	0.00664315	0.108304	8.68967e-06	0.00480015	0.111847	8.68901e-06	0.00480696	0.111045	1	0	0
39203	0.102275	0.00488725	0	0.568561	0.015518	0.0108934	0.568633	0.0153868	0.0108012	0.982288	0.0101759	0.0103462	0.98343	0.0101931	0.0103635	1	0	0
39204	0.585448	0.0232242	0.00810062	0.0295573	0.145642	0.395943	0.0437353	0.152275	0.363633	0.0255873	0.154333	0.393531	0.0371256	0.160821	0.370735	0.462416	0.00874644	0
39205	0.710327	0.00983052	0.0132349	0.550049	0.220817	0.254302	0.580885	0.223357	0.25486	0.630213	0.230274	0.25794	0.668052	0.233578	0.2587	0.420017	0.0113737	0
39206	0.735964	0.013995	0	0.897445	0.38027	0.361045	0.897396	0.378572	0.359327	0.927276	0.407167	0.392027	0.927182	0.407446	0.392252	0.973672	0	0
39208	0.378338	0.0023614	0.00558856	0.223793	0.080886	0.126665	0.223758	0.0810626	0.126904	0.352194	0.0827172	0.115898	0.352196	0.0827285	0.115899	1	0	0
39209	0.264159	0	0.00126974	0.417509	0.0262523	0.0192528	0.417566	0.0262013	0.0192194	0.325508	0.0261932	0.0178809	0.325505	0.0262068	0.0178851	1	0	0
39210	1	0	0	0.160058	0.0111377	0.0259496	0.160049	0.0111327	0.0259372	0.160048	0.0111368	0.0259568	0.160057	0.0111378	0.025955	1	0	0
39212	0.472689	0.00195238	0.00614118	0.251201	0.101325	0.164854	0.186618	0.0940379	0.171527	0.342312	0.101553	0.150598	0.262418	0.0948238	0.157009	0.341318	0	0.00446689
39213	0.245145	0	0.00184752	0.209237	0.0081007	0.0169965	0.20924	0.00807258	0.0169369	0.329008	0.0104468	0.0179714	0.329009	0.010451	0.017978	1	0	0
39214	0.548941	0.00235415	0.00102617	0.365163	0.0492367	0.0640941	0.365169	0.0492206	0.064082	0.30565	0.0483833	0.0647775	0.305651	0.0483848	0.0647793	1	0	0
39215	0.430131	0.00191185	0.00514185	0.359595	0.048283	0.0605459	0.301431	0.0477138	0.0613588	0.46131	0.048719	0.0581133	0.392485	0.0481341	0.0589209	0.514479	0.000512772	0.00122853
39216	0.262217	0	0.00203073	0.787755	0.0493217	0.0537343	0.675554	0.0485445	0.05536	0.896484	0.0524016	0.0545835	0.779961	0.0517094	0.0563796	0.251796	0	0.00181385
39218	0.197729	0.00774906	0.0255842	3.70499e-06	0.125603	0.746786	3.01105e-06	0.114201	0.798517	1.54239e-05	0.132565	0.788241	1.27494e-05	0.119175	0.850284	0.996026	0.00605867	0.00609659
39219	1	0	0	0.858611	0.447051	0.657243	0.867058	0.458685	0.642162	0.858635	0.447507	0.657067	0.857335	0.447275	0.658467	0.94285	0	0
39220	1	0	0	0.728613	0.0111017	0.0147934	0.483715	0.0101197	0.0176554	0.72855	0.0111179	0.0148154	0.483719	0.0101207	0.0176571	0.24125	0	0.00219842
39221	0.974588	0.00305227	0.00316159	0.0482957	0.0352759	0.0667292	0.0482962	0.0353038	0.0667282	0.0509156	0.0355271	0.0664327	0.0509155	0.0355297	0.0664301	0.993538	0	0
39222	0.262145	0.00919524	0.00153108	0.712339	0.0253343	0.0295063	0.712286	0.0252911	0.0294469	0.40655	0.0238228	0.0342631	0.406543	0.0238313	0.0342715	0.998896	0	0
39223	0.244703	0	0.000994069	0.453632	0.0368404	0.0264786	0.3878	0.0381183	0.02619	0.354823	0.0382139	0.0257836	0.298705	0.0394854	0.025517	0.258863	0.000974325	0
39224	0.996146	0	0	0.975074	0.0221299	0.0231913	0.975071	0.0221322	0.023189	0.975064	0.0221322	0.0231902	0.975052	0.0221372	0.0231936	1	0	0
39225	0.24317	0	0.00088795	0.0986558	0	0.00167008	0.0986225	0	0.00164812	0.559005	0.000776048	0.00158774	0.55866	0.00076341	0.00156074	1	0	0
39226	0.104481	0.00459072	0	0.524509	0.0157163	0.0222478	0.395686	0.0160752	0.0252854	0.218493	0.0105221	0.0224353	0.150058	0.0107354	0.0254925	0.260069	0	0.00228074
39227	1	0	0	0.245236	0.0028922	0.00772543	0.245155	0.00287477	0.00768369	0.245131	0.00288514	0.00771162	0.245131	0.00288381	0.00770825	1	0	0
39228	0.259307	0	0.00123746	0.562535	0.0198627	0.0243313	0.562516	0.0198702	0.0243442	0.6779	0.0208496	0.0240759	0.677932	0.0208534	0.0240757	0.996049	0	0
39229	0.306834	0.00292953	0.000939956	0.315017	0.0151754	0.022636	0.414608	0.0164724	0.0226213	0.164095	0.0124804	0.022501	0.235429	0.0137643	0.0224571	0.245443	0.00112354	0
39230	0.26772	0.00117309	0	0.660087	0.119161	0.107173	0.736441	0.11765	0.1086	0.717588	0.116495	0.106698	0.796249	0.114978	0.10812	0.254793	0	0.00112841
39231	0.982142	0.0295057	0.0309162	0.791693	0.295245	0.26953	0.791706	0.294991	0.269358	0.731448	0.309785	0.274017	0.731473	0.309783	0.274015	0.998415	0	0
39232	1.57208e-09	0.0823353	0.00555596	5.34872e-05	0.162684	0.0467183	5.34859e-05	0.162858	0.0467651	0.538034	0.0539454	0.0675986	0.53804	0.0539469	0.0676003	1	0	0
39233	0.813749	0.00133783	0.00385658	0.00539836	0.0588686	0.139509	0.0053985	0.0587343	0.1391	0.00577542	0.0569917	0.133871	0.0057754	0.0569992	0.133873	0.993671	0	0
39234	0.299129	0.000744781	0	0.200835	0.0298431	0.0199673	0.200836	0.0298688	0.019988	0.20595	0.0297365	0.0199873	0.205953	0.0297525	0.0199978	1	0	0
39235	0.140601	0	0.0113851	0.622198	0.0765891	0.0665268	0.622219	0.0765653	0.066519	0.418635	0.080515	0.0640688	0.418646	0.0805234	0.064078	1	0	0
39236	0.544205	0	0.00584396	0.336121	0.0453228	0.0777944	0.336114	0.0449464	0.0770382	0.378538	0.0397252	0.0628769	0.378484	0.039317	0.0621694	0.994435	0	0
39237	0.147679	6.37537e-05	0.00632795	0.102868	0.0373703	0.0599793	0.102868	0.037334	0.0599011	0.199705	0.0392533	0.0572147	0.199721	0.0391901	0.0571176	1	0	0
39239	0.995143	0	0	0.196203	0.0148516	0.0232187	0.196205	0.0148481	0.0232076	0.196205	0.0148481	0.0232079	0.196217	0.014824	0.0231727	0.996229	0	0
39240	1	0	0	0.340789	0.125653	0.516212	0.332224	0.0559055	0.778171	0.340743	0.124831	0.518477	0.332223	0.055846	0.778259	0.805968	0.0129054	0
39241	0.63978	0.0138334	0.0186845	0.653852	0.321675	0.299079	0.616635	0.319723	0.294705	0.574051	0.323256	0.295218	0.539189	0.322122	0.291719	0.325869	0.00130965	0
39242	0.441603	0	0.00983436	0.146657	0.181273	0.278269	0.207506	0.186253	0.271945	0.182206	0.194897	0.291006	0.253343	0.200409	0.284102	0.149178	0.00695743	0
39243	0.316599	0.00431923	0	0.36123	0.0496405	0.0888673	0.361291	0.0496055	0.0874637	0.259475	0.0417428	0.0880054	0.259463	0.0418071	0.0879519	1	0	0
39244	0.321421	0	0.0233813	0.822698	0.126441	0.142077	0.670764	0.122292	0.151941	1	0.21965	0.220428	0.813771	0.201782	0.234379	0.273205	0	0.00912433
39245	1	0.00532544	0.015463	0.00593866	0.106384	0.190699	0.0046986	0.10507	0.193588	0.011903	0.117228	0.201219	0.00957955	0.11603	0.204903	0.68442	0	0.00203625
39247	0.996217	0.00245594	0.00260346	0.964403	0.0548811	0.055906	0.966316	0.0549088	0.0559313	0.962855	0.0531569	0.0542522	0.962602	0.0531453	0.0542426	1	0	0
39248	0.94864	0	0	0.547408	0.021067	0.0445748	0.547076	0.0204816	0.0433789	0.547089	0.0205721	0.0435473	0.54724	0.0204588	0.0433315	0.986535	0	0
39249	0.997532	0	0	0.246335	0	0.00826859	0.246336	0	0.00820648	0.246335	0	0.0082064	0.246334	0	0.00820618	1	0	0
39250	0.328481	0.00332022	0	0.0464483	0.171967	0.394789	0.48722	0.226756	0.310682	0.0374628	0.160992	0.390149	0.437718	0.215419	0.307904	0.000433344	0.0404342	0
39251	0.081975	0.00349734	0.0212221	0.817676	0.0231775	0.0194981	0.817873	0.0232094	0.0195058	0.151806	0.0353508	0.0140639	0.1518	0.0356554	0.0142375	1	0	0
39252	0.999289	0	0	0.0287496	0.0225871	0.0779135	0.0287495	0.0225312	0.0777454	0.0287493	0.0225332	0.0777393	0.0287493	0.022535	0.0777432	1	0	0
39254	0.996412	0	0	0.113342	0.0288862	0.0793847	0.0734094	0.0273135	0.0848198	0.113342	0.0288843	0.0793704	0.0734089	0.0273114	0.0848094	0.265719	0	0.00485683
39255	1	0	0	0.115945	0	0.499869	0.115938	0	0.500067	0.115928	0	0.500224	0.115926	0	0.500046	1	0	0
39257	0.399683	0.00666532	0	0.0163494	0.0209295	0.26153	0.0163463	0.0207977	0.26284	0.0106196	0.0180093	0.280367	0.0106195	0.0180301	0.280454	0.980925	0	0
39258	0.195739	0	0.00389108	0.00428619	0.0331131	0.0887235	0.0061024	0.0335885	0.0876025	0.00959418	0.037211	0.0869155	0.0131938	0.0377037	0.0858203	0.249108	0.001169	0
39259	0.808654	0.00380615	0.00576358	0.361479	0.150047	0.171943	0.409101	0.149978	0.169574	0.379888	0.149379	0.170277	0.428658	0.149465	0.168062	0.131538	0.00101569	0
39260	1	0	0	0.150166	0.0784914	0.191284	0.150167	0.0785296	0.19158	0.150167	0.078543	0.191591	0.150171	0.0786025	0.191724	1	0	0
39261	0.36161	0.0162213	0	0.0207525	0.04631	0.126973	0.0207525	0.0463091	0.126967	0.00965143	0.04051	0.129706	0.0096514	0.0405104	0.129707	1	0	0
39262	0.853495	0.0132233	0.00614396	0.158924	0.25928	0.37986	0.166972	0.260911	0.37957	0.140878	0.265258	0.401228	0.148325	0.267146	0.401187	0.681737	0.00221911	0
39263	0.998248	0	0	0.84454	0.0184824	0.0205057	0.844547	0.0184733	0.0205045	0.844542	0.0184736	0.0205049	0.844596	0.0184657	0.0204992	1	0	0
39264	0.989464	0	0	0.70303	0.0116935	0.00874678	0.703798	0.0122144	0.00913641	0.703553	0.0115563	0.00864462	0.703522	0.0115668	0.00865252	1	0	0
39265	1	0	0	0.330402	0.0755289	0.0386041	0.511278	0.0710472	0.0459677	0.330397	0.075635	0.0386574	0.511265	0.0708724	0.0458703	0.248692	0	0.00429359
39266	0.0648977	0.0320448	0	0.465698	0.0940789	0.0485301	0.465702	0.0938647	0.0484518	0.957267	0.0652901	0.0687294	0.957271	0.0652878	0.0687199	1	0	0
39267	0.999255	0	0	0.56599	0.00880837	0.00442354	0.565997	0.00879847	0.00441851	0.565997	0.00879992	0.00441851	0.565996	0.00880075	0.00441966	1	0	0
39268	0.283799	0	0.00745209	0.725243	0.261342	0.225599	3.75699e-12	0.188888	2.77802	0.618911	0.263721	0.213374	5.83122e-12	0.182241	2.82781	1.26399e-12	0.168303	1.98807
39269	0.978042	0.00162205	0.00169137	0.357213	0.0495063	0.070635	0.247095	0.0474625	0.074532	0.406745	0.0515362	0.0696836	0.286969	0.0496068	0.0731057	0.111633	0	0.00248164
39270	0.566863	0.00383979	0.00851859	0.263014	0.0773597	0.120467	0.263003	0.0773703	0.120489	0.325913	0.0774314	0.113807	0.325898	0.0772618	0.113567	1	0	0
39272	0.544888	0.0030812	0.00716185	0.012551	0.0290637	0.123402	0.0125502	0.0291017	0.123505	0.0234506	0.0359397	0.118179	0.0234504	0.0359483	0.118143	1	0	0
39273	0.986905	0.0026807	0.00271901	0.274602	0.0449732	0.0589814	0.347004	0.0450516	0.0569874	0.285182	0.0461175	0.0598069	0.358848	0.0461545	0.0577788	0.113033	0.0012372	0
39274	0.531155	0	0.0282381	0.281532	0.1605	0.24382	0.230518	0.157679	0.2487	0.353196	0.170224	0.256385	0.296735	0.166614	0.261155	0.300907	0	0.00313934
39276	0.172935	0.00435751	0	0.0495746	0.0401134	0.0781817	0.038241	0.0397973	0.082699	0.0226286	0.0368922	0.0817599	0.0167786	0.0363269	0.0871647	0.292295	0	0.00169791
39277	0.212425	0	0.0626802	0.407201	0.255622	0.207571	0.364275	0.253271	0.201369	0.258311	0.264884	0.194202	0.227071	0.2621	0.187828	0.303546	0.00231491	0
39278	0.243444	0.00171022	0	0.188747	0.0259243	0.0115697	0.188747	0.0259222	0.0115703	0.26758	0.0238279	0.0118527	0.267582	0.0238258	0.0118511	0.999244	0	0
39279	0.560979	0.00353552	0.00161176	0.748811	0.0495479	0.0434168	0.748887	0.0495354	0.0433805	0.773777	0.048567	0.0435884	0.77381	0.0485683	0.0436074	0.997489	0	0
39280	0.564918	0.00324991	0.00703283	0.417975	0.0366679	0.0536188	0.417961	0.0366845	0.0536498	0.525799	0.0350708	0.0474248	0.525798	0.0350856	0.0474445	1	0	0
39281	0.0536778	0.00346686	0	0.750613	0.0620212	0.0569326	0.75053	0.0620283	0.0569292	0.996978	0.0595223	0.0596028	0.998504	0.059514	0.0596041	0.996012	0	0
39282	0.577795	0.00479402	0.00239765	0.62958	0.056329	0.0653979	0.71456	0.0573453	0.0645415	0.536252	0.05406	0.0652457	0.618555	0.0549918	0.064371	0.976708	0.00205555	0.00196802
39283	0.895379	0.00212967	0.00264322	0.672055	0.0721264	0.079438	0.740408	0.0716412	0.0773076	0.683401	0.075767	0.083449	0.751226	0.0752076	0.0811191	0.259093	0.0011361	0
39284	0.299216	0	0.00988181	0.178454	0.054855	0.182996	0.178505	0.0547492	0.184085	0.273522	0.0573941	0.166627	0.273522	0.0573671	0.166756	1	0	0
39286	0.593968	0.00269735	0.00614146	0.478885	0.0845259	0.127839	0.478885	0.0845417	0.127867	0.56123	0.0951277	0.129067	0.561225	0.095129	0.129068	1	0	0
39287	1	0	0	0.0870275	0.00101804	0.000178544	0.0876372	0.00102814	0.000180405	0.0865185	0.000931879	0.000163381	0.0866446	0.000954981	0.000167397	1	0	0
39288	0.242464	0	0.00411223	0.0826037	0.0327083	0.0921412	0.0826078	0.0326687	0.0920079	0.153755	0.0395906	0.0873955	0.153754	0.0395327	0.0872483	0.9986	0	0
39289	1	0	0	0.176033	0.0368053	0.0892367	0.176028	0.0363943	0.0883025	0.176037	0.036376	0.0882985	0.176039	0.0363674	0.088284	1	0	0
39290	0.983781	0	0	0.0707148	0.00549367	0.0103813	0.0706913	0.00552324	0.0104382	0.0707113	0.00549707	0.0103915	0.0706926	0.00552834	0.0104474	0.989794	0	0
39291	0.233215	0.0173889	0.00533986	0.481873	0.0736414	0.103537	0.391122	0.0686421	0.104508	0.229704	0.054433	0.0996965	0.170202	0.0497381	0.100256	0.271391	0	0.00341251
39293	1	0	0	0.732731	0.211585	0.177272	0.732754	0.211065	0.176886	0.732762	0.211033	0.176853	0.732763	0.211059	0.17685	0.986619	0	0
39294	0.454231	0.0158222	0	0.0182272	0.317816	0.167109	0.0131219	0.321702	0.162561	0.0167142	0.344291	0.177082	0.012039	0.348921	0.172235	0.272417	0.0041199	0
