seq_number	prob	query_distance	test_distance	mam_distance	ln_diff	distinct_sites	total_sites	ave_percent_identity	overall_percent_identity	min_undist	max_undist	ave_undist
13616	0.00114224	0.0208865	0.170803	0.0765962	10.5815	42	144	88.1944444444444	83.3333333333333	0.06944445	0.15277778	0.11805556
13617	0.414122	0.0574723	0.0223339	0.312137	0.666936	37	68	79.9019607843137	70.5882352941177	0.07352941	0.27941176	0.20098039
13618	0.0198513	0.161735	0.284084	0.400636	5.42492	186	397	64.063811922754	53.6523929471033	0.31234258	0.39546600	0.359361886666667
13619	0.288248	0.0481946	0.0747804	0.0798854	1.12779	61	272	88.8480392156863	84.1911764705882	0.10294118	0.12867647	0.11151961
13620	0.131632	0.00594259	0.0325515	0.17794	2.27316	48	105	73.6507936507937	61.9047619047619	0.09523810	0.37142858	0.26349207
13621	0.523528	0.00521091	0.0079374	0.0370855	0.406937	53	846	96.5721040189125	95.0354609929078	0.01418440	0.04491726	0.03427896
13622	0.0576625	0.00818148	0.0272636	0.123368	3.60337	77	464	89.9425287356322	85.3448275862069	0.03663793	0.14008620	0.10057471
13623	0.00271292	0.179309	0.253633	0.773447	8.99114	768	2609	58.6814871598314	45.879647374473	0.28784975	0.48524338	0.413185126666667
13624	0.0617215	0.129445	0.186402	0.304002	3.49051	236	731	71.0442316461468	61.4227086183311	0.23939809	0.32558140	0.289557683333333
13625	0.748874	0.356516	0.383155	0.960648	0.10248	322	558	47.0728793309438	33.5125448028674	0.43548387	0.57885307	0.529271223333333
13626	0.79787	0.162634	0.13498	0.241932	0.0655895	36	102	85.2941176470588	81.3725490196078	0.13725491	0.15686275	0.14705883
13627	0.86102	0.0329287	0.0377014	0.18459	0.0306516	50	179	87.5232774674115	82.122905027933	0.06703911	0.15642458	0.124767226666667
13628	0.391359	0.0573144	0.0848004	0.228006	0.734715	85	487	87.8850102669405	83.5728952772074	0.08418891	0.14784394	0.121149896666667
13629	0.016766	0.010663	0.0786427	0.431077	5.72071	90	280	71.6666666666667	60	0.10000000	0.38571429	0.283333333333333
13630	0.835688	0.127961	0.1214	0.253982	0.0430199	149	444	72.7477477477478	62.8378378378378	0.22297297	0.29954955	0.272522523333333
13631	0.537654	0.0545652	0.0683952	0.252203	0.379904	117	491	81.1948404616429	73.7270875763748	0.10590632	0.23217922	0.188051593333333
13632	0.882619	0.0222481	0.0256124	0.157561	0.0218007	43	149	87.9194630872483	82.5503355704698	0.04697987	0.16107382	0.120805366666667
13633	0.0601033	0.0216938	0.00578235	0.0389118	3.53453	44	382	95.0261780104712	92.6701570680628	0.03141361	0.06806283	0.04973822
13634	0.999999	0	0	0.00529515	2.72848e-12	22	373	99.6425379803396	99.4638069705094	0.00000000	0.00536193	0.00357462
13635	0.953273	0.0474966	0.0469085	0.150964	0.00343363	213	2469	90.5764817064939	86.7557715674362	0.05953828	0.11178615	0.0942351866666667
13636	0.396597	0.052835	0.0665224	0.148488	0.718621	127	751	85.7523302263648	79.8934753661784	0.10119841	0.16644473	0.142476696666667
13637	0.549355	0.104163	0.0684652	0.294058	0.358474	51	144	80.3240740740741	72.9166666666667	0.13194445	0.23611110	0.196759256666667
13638	0.40759	0.0837684	0.108427	0.173584	0.685819	110	415	81.8473895582329	75.4216867469879	0.15180723	0.20240964	0.181526103333333
13639	0.397277	0.104217	0.0706675	0.24646	0.716553	80	244	81.0109289617486	73.7704918032787	0.13524590	0.22540984	0.189890713333333
13640	0.248901	0.0306013	0.0427678	0.100939	1.32946	120	1046	90.3441682600382	86.6156787762906	0.06596559	0.11759082	0.0965583166666667
13641	0.209216	0.102994	0.139676	0.224976	1.57684	155	727	82.8519027968822	76.8913342503439	0.14030261	0.19532324	0.17148097
13642	0.263064	0.0782601	0.04999	0.248284	1.25256	107	475	83.859649122807	77.6842105263158	0.09894737	0.19789474	0.16140351
13643	0.038071	0.358329	0.0867125	0.563679	4.30185	67	128	65.8854166666667	57.8125	0.25781250	0.40625000	0.341145833333333
13644	0.225306	0.0730599	0.0257431	0.290136	1.47025	56	142	78.6384976525822	70.4225352112676	0.09859155	0.28169015	0.213615023333333
13645	0.302906	0.0194238	0.011816	0.0296781	1.06136	50	597	95.9240647682859	93.9698492462311	0.03182580	0.04857621	0.0407593533333333
13646	0.000379415	0.0807895	0.164215	0.767434	12.6309	173	738	79.9457994579946	71.680216802168	0.09485095	0.26558265	0.200542006666667
13647	0.0918462	0.0810336	0.0898773	0.835306	2.84171	202	1065	78.528951486698	69.4835680751174	0.07417841	0.28544602	0.21471049
13648	0.256459	0.00440565	0.0156855	0.0779078	1.28777	39	258	93.9276485788114	91.0852713178295	0.01937984	0.08527132	0.0607235133333333
13649	0.147346	0.00785345	0.0152679	0.0433564	2.09951	74	1322	96.4447806354009	94.856278366112	0.01966717	0.04538578	0.0355521933333333
13650	0.0372025	0.0656431	0.091045	0.476102	4.34112	454	2779	70.5049778097637	59.1939546599496	0.14393666	0.37639439	0.294950226666667
13651	8.9898e-06	0.117371	0.294111	0.270047	19.7149	187	641	76.4950598023921	68.3307332293292	0.21684867	0.26989079	0.235049396666667
13652	0.0129793	0.111788	0.213143	0.414954	6.17193	170	651	78.1874039938556	71.1213517665131	0.16743472	0.25652841	0.21812596
13653	0.810193	0.105394	0.101914	0.379622	0.0576852	419	2075	73.140562248996	62.9397590361446	0.17012048	0.31855422	0.268594373333333
13654	0.0466923	0.0741798	0.22927	0.449858	3.95644	59	98	61.9047619047619	51.0204081632653	0.27551019	0.46938777	0.380952376666667
13655	0.568911	0.0276668	0.0458932	0.119061	0.324508	30	102	88.562091503268	83.3333333333333	0.06862745	0.14705883	0.11437909
13656	0.555953	0.0087194	0.0125296	0.0918898	0.34676	63	561	92.7510398098633	89.126559714795	0.02139037	0.09982175	0.0724896
13657	0.0913429	0.0332042	0.0545695	0.386532	2.85055	236	1296	76.4660493827161	66.358024691358	0.08564815	0.31327161	0.235339513333333
13658	0.398486	0.0131563	0.0227829	0.0571631	0.712891	46	379	94.4591029023747	92.0844327176781	0.03430079	0.06860159	0.0554089733333333
13659	0.294473	0.0364371	0.0659539	0.483891	1.09906	119	330	75.7575757575758	65.7575757575758	0.09090909	0.32121211	0.242424236666667
13660	0.685826	0.016321	0.0134512	0.0343439	0.163642	54	847	96.6942148760331	95.2774498229044	0.02243211	0.03896104	0.03305785
13661	0.544778	0.125636	0.162607	0.474792	0.366755	105	234	68.3760683760684	58.1196581196581	0.21367522	0.37606838	0.316239323333333
13662	0.408039	0.00947382	0.00451956	0.0540872	0.684506	45	475	96.0701754385965	94.1052631578947	0.01263158	0.05473684	0.0392982466666667
13663	0.983706	0.00264722	0.00257024	0.0105649	0.000417103	26	386	98.9637305699482	98.4455958549223	0.00518135	0.01295337	0.0103626966666667
13664	0.605869	0.106921	0.0899649	0.294557	0.266234	125	409	79.2991035044825	71.8826405867971	0.14180928	0.24694377	0.20700896
13665	1	0	0	0	0	20	425	100	100	0.00000000	0	0
13666	0.171038	0.0537688	0.0390284	0.15537	1.87383	176	1254	86.2838915470494	80.3827751196172	0.08373206	0.16826156	0.137161083333333
13667	0.575577	0.094601	0.108699	0.195012	0.31344	139	502	78.6188579017264	70.3187250996016	0.17529881	0.23904383	0.213811426666667
13668	0.416979	0.1256	0.0972668	0.258659	0.658813	115	389	78.2347900599829	70.9511568123393	0.16195373	0.25449872	0.2176521
13669	0.373431	0.0349791	0.0265653	0.111853	0.792217	115	1498	92.7681352914998	89.7863818424566	0.04205608	0.08945260	0.07231865
13670	0	0.215413	1.33852	0.300939	373.609	511	1174	47.3594548551959	32.4531516183986	0.33645657	0.62691653	0.526405466666667
13671	0.999999	0	0	0.028449	4.54747e-13	24	144	98.1481481481482	97.2222222222222	0.00000000	0.02777778	0.01851852
13672	0.00145754	0.0813858	0.15728	0.287268	10.1315	234	920	75.9420289855072	67.8260869565217	0.18043478	0.28478262	0.24057971
13673	0.369827	0.0470648	0.0156107	0.127544	0.804247	29	67	88.5572139303483	83.5820895522388	0.05970149	0.14925373	0.114427863333333
13674	0	0.245724	1.58837	0.285806	150.08	265	632	60.5485232067511	47.4683544303797	0.22943038	0.47943038	0.39451477
13675	0.71656	0.0994693	0.0876756	0.342374	0.131813	121	356	73.689138576779	63.2022471910112	0.15730338	0.31741574	0.263108626666667
13676	0.671508	0.0625204	0.0515526	0.259126	0.179843	80	349	82.5214899713467	75.3581661891118	0.09169055	0.22063038	0.174785106666667
13677	0.484697	0.0579401	0.0760606	0.363788	0.488276	125	436	77.9051987767584	69.2660550458716	0.11238532	0.28211010	0.220948016666667
13678	0.0897666	0.0194527	0.0496324	0.159093	2.87855	75	459	89.1067538126362	84.7494553376906	0.05664488	0.14379086	0.108932463333333
13679	3.85285e-05	0.0728434	0.471455	0.294837	16.9425	60	121	73.5537190082645	64.4628099173554	0.22314049	0.32231405	0.264462806666667
13680	0.085423	0.0783606	0.153404	0.337208	2.95858	100	262	71.7557251908397	61.8320610687023	0.19847329	0.33587787	0.282442756666667
13681	0.392436	0.0834062	0.047873	0.335646	0.731382	71	178	77.5280898876404	68.5393258426966	0.11235955	0.29213482	0.224719096666667
13682	2.11432e-11	0.0665759	0.0918599	0.239136	44.8619	131	618	82.470334412082	75.7281553398058	0.11488673	0.21682848	0.175296653333333
13683	0.951428	0.0323126	0.0312324	0.121502	0.0037104	63	354	90.3954802259887	86.7231638418079	0.05367232	0.11864407	0.0960452
13684	5.96999e-06	0.0618841	0.0481106	0.393874	20.4978	88	242	78.099173553719	68.5950413223141	0.09090909	0.28925619	0.219008256666667
13685	0.874192	0.0763923	0.06962	0.149166	0.0250705	46	111	83.4834834834835	75.6756756756757	0.12612613	0.18918920	0.16516517
13686	8.02628e-07	0.201551	0.398984	0.161286	24.3515	131	285	66.5497076023392	55.4385964912281	0.26315790	0.38596490	0.334502923333333
13687	0.00351532	0	0.0708718	0.221764	8.51861	56	268	86.81592039801	80.9701492537313	0.05597015	0.18656716	0.131840796666667
13688	0.00714357	0.301374	0	32.0331	7.23651	115	161	40.5797101449275	16.7701863354037	0.14285715	0.82608694	0.594202903333333
13689	0.0276137	0.0893597	0.494646	0.442382	4.85203	33	43	58.9147286821705	48.8372093023256	0.34883720	0.48837209	0.410852713333333
13690	2.4486e-12	0.124196	0.597245	0.128438	49.087	118	258	64.3410852713178	50.7751937984496	0.20542635	0.43410853	0.356589143333333
13691	1	0.0845061	0.0950004	0.219834	-2.70101	108	614	86.6449511400651	81.1074918566775	0.09771987	0.15309446	0.13355049
13692	0.287905	0.0900343	0.114362	0.305243	1.12939	242	846	74.2316784869976	65.4846335697399	0.18321513	0.29905438	0.257683213333333
13693	0.107181	0.111762	0.197534	0.429469	2.59531	106	298	74.2729306487696	65.1006711409396	0.18120806	0.30536914	0.2572707
13694	0.156317	0.0303363	0.0484999	0.155353	2.0095	126	677	85.425898572132	79.0251107828656	0.08271787	0.18316101	0.145741013333333
13695	0.00732862	0.113559	0.202371	0.297331	7.19061	181	609	73.015873015873	63.0541871921182	0.22495896	0.31527093	0.269841273333333
13696	0.161527	0.0585248	0.110787	0.128007	1.95987	63	269	87.9801734820322	83.6431226765799	0.10780669	0.13382900	0.120198266666667
13697	0.555336	0.00741913	0.00360552	0.0411489	0.347844	33	272	96.5686274509804	94.8529411764706	0.01102941	0.04779412	0.0343137266666667
13698	0.197915	0.0243729	0.0484081	0.102931	1.65769	54	347	91.7387127761768	88.4726224783862	0.05475504	0.10374640	0.0826128733333333
13699	0.554665	0.0958409	0.107856	0.276661	0.349026	244	999	76.2095428762095	67.4674674674675	0.16716717	0.27527529	0.237904573333333
13700	0.809523	0.0740373	0.0544375	0.371073	0.0581009	37	72	81.0185185185185	75	0.11111111	0.23611110	0.18981481
13701	0.760746	0.105853	0.117486	0.373657	0.092721	142	402	72.7197346600332	62.9353233830846	0.18656716	0.31840795	0.27280265
13702	0.72188	0.107462	0.0815506	0.349083	0.126698	56	138	79.951690821256	73.1884057971015	0.13768116	0.23913044	0.200483096666667
13703	0.49485	0.0269567	0.036872	0.140772	0.465964	86	778	92.8020565552699	89.8457583547558	0.03856041	0.09125964	0.0719794333333333
13704	0.813125	0.129322	0.119958	0.285413	0.0558835	125	355	75.6807511737089	66.7605633802817	0.19436620	0.27042255	0.2431925
13705	0.804327	0.0236252	0.0212447	0.077187	0.0613806	78	822	93.9983779399838	91.4841849148418	0.03406326	0.07420924	0.06001622
13706	3.63402e-05	0.0644648	0.404021	0.610993	17.0536	116	194	59.106529209622	46.3917525773196	0.32474226	0.50515461	0.408934693333333
13707	0.100738	0	0.0173349	0.0447677	2.69383	27	125	96.2666666666667	94.4	0.01600000	0.05600000	0.0373333333333333
13708	0.63922	0.0394244	0.0455186	0.138903	0.219764	121	782	86.7433930093777	81.2020460358056	0.08184143	0.16112532	0.132566066666667
13709	1.03971e-10	0.0116967	0.817311	0	41.7453	39	162	91.7695473251029	87.6543209876543	0.00617284	0.12345679	0.0823045266666667
13710	0.0147822	0.0428644	0	0.119153	5.94224	51	250	90.2666666666667	86.8	0.04800000	0.13200000	0.0973333333333333
13711	0.0406716	0.0551988	0.0969282	0.177855	4.18964	145	822	84.3876723438767	78.8321167883212	0.12165450	0.18369830	0.156123276666667
13712	0.539454	0.0352297	0.0464821	0.134603	0.376552	78	418	89.4736842105263	84.9282296650718	0.06459330	0.12918660	0.105263156666667
13713	5.97815e-05	0.127968	0.211705	0.397529	16.1096	470	1851	67.4230145867099	56.4019448946515	0.25715828	0.37601295	0.32576984
13714	0.454563	0.100308	0.119564	0.244323	0.55925	167	613	77.6508972267537	69.0048939641109	0.16802610	0.25611746	0.22349103
13715	0.390303	0.0258587	0.0138261	0.0621263	0.737998	43	302	93.7086092715232	91.0596026490066	0.03973510	0.07947020	0.06291391
13716	0.131219	0.0528154	0.0969994	0.139739	2.27802	72	458	90.9752547307132	87.3362445414847	0.07205240	0.10480350	0.0902474533333333
13717	0.10553	0.0626445	0.101289	0.313334	2.61992	157	636	79.0356394129979	70.7547169811321	0.12735850	0.26100630	0.209643616666667
13718	0.239425	0.00254141	0	0.00507503	1.38397	23	381	99.4750656167979	99.2125984251969	0.00262467	0.00787402	0.00524934333333333
13719	0.544938	0.118388	0.0934375	0.294836	0.366464	94	273	75.7020757020757	67.3992673992674	0.17582418	0.28205130	0.242979253333333
13720	0.824087	0.0741616	0.0680289	0.262938	0.0494136	104	349	78.7965616045845	69.9140401146132	0.12607449	0.25787964	0.212034373333333
13721	0.831307	0.0571469	0.0627824	0.125636	0.0453799	63	229	85.589519650655	79.0393013100437	0.10917030	0.16157205	0.1441048
13722	0.994508	0.0621955	0.0621754	0.358172	4.73775e-05	237	1083	78.6395814096645	70.4524469067405	0.10710988	0.26777470	0.213604183333333
13723	0.960099	0.0382237	0.0373826	0.341689	0.0025029	140	677	79.862136878385	71.4918759231905	0.06942393	0.26735598	0.20137863
13724	0.503667	0.115524	0.0971538	0.349209	0.447201	200	755	76.4679911699779	68.3443708609272	0.15629140	0.27682120	0.235320093333333
13725	0.861176	0.302255	0.34924	1.31486	0.0305823	71	89	46.8164794007491	34.8314606741573	0.39325842	0.60674155	0.53183519
13726	0.819375	0.219639	0.238748	0.418476	0.0521431	85	165	62.4242424242424	51.5151515151515	0.32727271	0.40000001	0.375757576666667
13727	0.158008	0.0958151	0.150168	0.380266	1.99319	164	429	69.3861693861694	59.4405594405594	0.22377622	0.35664335	0.306138306666667
13728	0.527421	0.0158921	0.0220732	0.0709477	0.399358	64	522	92.9757343550447	89.8467432950192	0.03831417	0.09003831	0.0702426533333333
13729	0.228036	0.0299724	0.0608863	0.170445	1.45307	64	841	95.9968291716211	94.4114149821641	0.02378121	0.05112961	0.0400317066666667
13730	0.535876	0.0407247	0.0327071	0.109151	0.383238	93	669	89.6860986547085	85.6502242152466	0.06576981	0.12556054	0.103139016666667
13731	0.195776	0.153628	0.199055	0.403759	1.67361	248	705	67.3286052009456	57.1631205673759	0.26099291	0.37304965	0.32671395
13732	0.478181	0.242983	0.305001	0.717473	0.50301	180	354	60.1694915254237	49.4350282485876	0.31073445	0.44915253	0.398305076666667
13733	0.000911969	0.0511234	0.109926	0.22384	10.9983	198	1210	83.6914600550964	77.8512396694215	0.11735537	0.19752066	0.1630854
13734	0.131528	0.0134898	0.025677	0.0858517	2.27438	84	878	92.786636294609	89.749430523918	0.03644647	0.09453303	0.0721336366666667
13735	4.57453e-11	0.0528631	0.110173	0.218315	43.3512	533	3967	80.0773044281993	73.0526846483489	0.14771868	0.24073607	0.199226956666667
13736	0.200435	0.158503	0.202278	0.38899	1.63921	267	812	70.1970443349754	60.5911330049261	0.24137931	0.32881773	0.29802956
13737	0.977495	0.0289564	0.0293432	0.0690698	0.000795796	57	926	96.2562994960403	94.6004319654428	0.02699784	0.04319654	0.0374370033333333
13738	0.946367	0.00807571	0.00722358	0.0975595	0.00452527	29	126	93.1216931216931	89.6825396825397	0.01587302	0.09523810	0.0687830733333333
13739	0.0680314	0.310752	0.100433	1.10075	3.32989	57	98	67.3469387755102	56.1224489795918	0.20408164	0.39795917	0.32653061
13740	0.00364869	0.0982609	0.160019	0.322267	8.45087	289	1223	75.0885799945489	65.6582174979558	0.18642682	0.29517579	0.249114196666667
13741	1.18196e-06	0.186652	0.0920779	0.176894	23.6064	238	1872	85.8084045584046	80.0213675213675	0.13034189	0.16346154	0.14191596
13742	0.240934	0.0370569	0.00951601	0.153882	1.37512	38	242	93.3884297520661	90.495867768595	0.02479339	0.09090909	0.0661157033333333
13743	0.409587	0.0459666	0.0289089	0.131987	0.68	61	465	92.6164874551971	89.6774193548387	0.04516129	0.09032258	0.0738351266666667
13744	0.56456	0.179034	0.231196	0.619788	0.331871	99	183	61.0200364298725	49.1803278688525	0.28961748	0.44262296	0.389799636666667
13745	0.102201	0.0331348	0.013102	0.0581488	2.67086	53	413	94.2695722356739	91.5254237288136	0.03874092	0.07263923	0.05730428
13746	0.567559	0.00524167	0.00264687	0.00789007	0.326783	25	301	98.671096345515	98.0066445182724	0.00996678	0.01661129	0.0132890366666667
13747	0.732208	0.0349781	0.0307078	0.124458	0.117094	95	620	89.0860215053764	84.3548387096774	0.06129032	0.13387097	0.109139783333333
13748	0.141066	0.0197705	0.00230151	0.110385	2.16629	44	312	93.3760683760684	90.3846153846154	0.01923077	0.09294872	0.0662393166666667
13749	0.274371	0.0100225	0.0188634	0.103916	1.19476	74	797	92.3462986198243	88.9585947302384	0.02760351	0.10288582	0.07653701
13750	0.952823	0.462696	0.466816	0.150808	0.00350009	195	468	65.7407407407407	55.7692307692308	0.31623933	0.39316240	0.342592596666667
13751	0.173991	0.0981889	0.163047	0.341183	1.84821	102	274	73.7226277372263	64.5985401459854	0.18613139	0.32116789	0.262773723333333
13752	4.35409e-07	0.00562015	0.304642	0.0795737	25.5307	48	154	84.8484848484848	79.2207792207792	0.06493507	0.20129870	0.15151515
13753	0.169157	0.0195201	0.0378055	0.0472746	1.89039	59	424	93.6320754716981	90.8018867924528	0.05424528	0.07547170	0.0636792466666667
13754	0.310691	0.0811736	0.0520002	0.171661	1.02773	69	348	87.3563218390805	82.183908045977	0.08908046	0.14942528	0.12643678
13755	0.324821	0.174162	0.246296	0.516014	0.969435	118	212	61.9496855345912	49.5283018867925	0.29245284	0.43867925	0.380503146666667
13756	1	0.0669418	0.0844593	0.191932	-0.342184	153	653	82.2358346094946	75.3445635528331	0.12710567	0.20673813	0.177641656666667
13757	0.0322119	0.0991299	0.140951	0.367512	4.58718	347	2006	78.6806247922898	71.1864406779661	0.14855434	0.25224328	0.213193753333333
13758	0.968119	0.0749576	0.0743652	0.244661	0.00159739	244	1155	75.5266955266955	66.0606060606061	0.15844156	0.29004329	0.24473305
13759	0.580319	0.071591	0.0869512	0.161358	0.30572	100	386	83.5924006908463	77.720207253886	0.13212435	0.18652850	0.164075993333333
13760	0.0298532	0.0185647	0.0425533	0.165048	4.71772	124	874	88.3676582761251	83.2951945080091	0.05491991	0.15560640	0.116323413333333
13761	0.926101	0.0850682	0.0883045	0.267587	0.0086028	100	374	80.5704099821747	73.7967914438503	0.12566845	0.22994652	0.1942959
13762	0.0973277	0.0583932	0.0947111	0.396623	2.7488	211	838	76.0143198090692	67.0644391408115	0.12768497	0.30548927	0.239856806666667
13763	0.92889	0.110929	0.107936	0.349408	0.00796409	167	650	77.8461538461538	70.6153846153846	0.16153847	0.25230768	0.22153846
13764	0.480105	0.169943	0.130865	0.59195	0.498626	141	302	64.3487858719647	52.317880794702	0.22847682	0.42715231	0.35651214
13765	5.44505e-09	0.0977752	0.122734	0.627343	34.0235	145	400	69.4166666666667	57.75	0.15000001	0.38499999	0.30583333
13766	1.41178e-11	0.168297	0.0272357	0.02555	45.6529	89	617	89.8973527822799	85.7374392220421	0.04213938	0.13290113	0.10102647
13767	0.762147	0.00994991	0.011613	0.0301181	0.0916048	57	454	93.8325991189427	90.9691629955947	0.03964758	0.07268722	0.0616740066666667
13768	1	0	0	0.00819276	-9.91808e-07	22	310	99.5698924731183	99.3548387096774	0.00000000	0.00645161	0.00430107333333333
13769	1	0.0831186	0.0595768	0.500532	-0.0476351	46	125	79.7333333333333	72	0.10400000	0.26400000	0.202666663333333
13770	0.709898	0.0964819	0.0827442	0.151997	0.138378	70	401	89.6093100581879	85.5361596009975	0.08478803	0.11471321	0.103906896666667
13771	0.245606	0.0347302	0.0476405	0.101674	1.34813	121	1047	90.4489016236867	86.4374403056351	0.06781280	0.11270296	0.0955109833333333
13772	1	0	0	0.19194	-0.103011	35	135	89.1358024691358	83.7037037037037	0.00000000	0.16296296	0.108641973333333
13773	0.81246	0.0478558	0.0523391	0.146973	0.0562896	94	331	82.2759315206445	74.6223564954683	0.11782477	0.20845921	0.17724068
13774	0.94268	0.0273802	0.0284798	0.071954	0.00516993	58	481	94.1787941787942	91.8918918918919	0.04158004	0.06652807	0.05821206
13775	0.0131421	0.140715	0.253517	0.307212	6.14988	160	402	68.2421227197347	57.4626865671642	0.29104477	0.35074627	0.31757877
13776	0.243996	0.0634884	0.022058	0.532666	1.35736	69	312	81.517094017094	72.7564102564102	0.04807692	0.26282051	0.184829056666667
13777	0.943313	0.0601645	0.0661578	0.790183	0.00505605	65	132	72.979797979798	62.8787878787879	0.09848485	0.36363637	0.27020202
13778	0.459956	0.0368014	0.0297452	0.0982366	0.546002	140	1526	92.8571428571429	90.0393184796854	0.04718218	0.08453473	0.0714285733333333
13779	0.245821	0.0467987	0.0660454	0.208857	1.3469	134	819	85.3479853479853	79.1208791208791	0.08547009	0.18192919	0.146520153333333
13780	0.12953	0.146619	0.0938445	0.169887	2.29813	103	351	79.8670465337132	73.5042735042735	0.18518518	0.22222222	0.201329533333333
13781	0.382411	0.011099	0.0338628	0.0964229	0.762938	27	89	91.3857677902622	87.6404494382023	0.04494382	0.11235955	0.08614232
13782	0.367521	0.123728	0.17768	0.483341	0.812028	97	191	66.1431064572426	53.9267015706806	0.24083769	0.39790577	0.338568936666667
13783	0.0179963	0.102495	0.288425	0.456691	5.59651	100	204	67.6470588235294	57.843137254902	0.25980392	0.37745097	0.32352941
13784	0.0547087	0.0620984	0.119917	0.137202	3.69094	81	303	82.3982398239824	75.5775577557756	0.15841584	0.20462047	0.176017603333333
13785	0.89872	0.0955804	0.100478	0.321505	0.0161999	99	264	75.7575757575758	66.6666666666667	0.16287878	0.28787878	0.24242424
13786	0.825382	0.135348	0.124408	0.38825	0.0486767	108	255	70.1960784313725	60.3921568627451	0.20784314	0.34509805	0.298039223333333
13787	0.196259	0.00494982	0.0282089	0.380798	1.67	67	226	80.5309734513274	71.2389380530973	0.03097345	0.27876106	0.194690263333333
13788	0.807185	0.0523943	0.0597529	0.1415	0.0595648	56	202	85.6435643564356	79.7029702970297	0.10396039	0.16831683	0.143564353333333
13789	0.0335662	0.196147	0.337777	0.295525	4.51667	81	165	70.7070707070707	60.6060606060606	0.26060605	0.33333334	0.29292929
13790	0.867293	0.150548	0.144078	0.645437	0.0279219	242	579	61.5428900402994	48.1865284974093	0.23143351	0.46113989	0.384571096666667
13791	0.097746	0.0465279	0.0703441	0.175612	2.74194	169	1555	90.3751339764202	86.4951768488746	0.06430868	0.11511254	0.09624866
13792	0.671408	0.0465765	0.0596966	0.430223	0.179959	85	494	89.5411605937922	85.2226720647773	0.04655870	0.13562752	0.10458839
13793	0.0490681	0.127396	0.206504	0.274511	3.87302	143	456	76.1695906432749	67.3245614035088	0.20833333	0.27192983	0.238304093333333
13794	2.22047e-06	0.169108	0.421711	0.636589	22.3942	132	207	55.2334943639291	41.0628019323672	0.34782609	0.52657002	0.447665043333333
13795	0.203077	0.064397	0.094914	0.20855	1.62011	117	424	79.0880503144654	70.5188679245283	0.14386792	0.25000000	0.209119496666667
13796	0.361183	0.11383	0.149983	0.257226	0.833777	116	304	74.0131578947368	64.4736842105263	0.21052632	0.30921054	0.259868423333333
13797	0.0148821	0.10333	0.233884	0.40322	5.93037	121	288	67.2453703703704	56.5972222222222	0.25347221	0.38888890	0.3275463
13798	0	0.567467	0.024705	0.0311641	685.207	289	1588	72.3341729638959	59.823677581864	0.05352645	0.38853905	0.276658273333333
13799	0.725066	0.212092	0.229257	0.358937	0.12369	179	464	68.5344827586207	58.6206896551724	0.27801725	0.34051725	0.314655183333333
13800	0.90417	0.164398	0.168613	0.46611	0.014495	257	762	68.153980752406	57.742782152231	0.23753281	0.36220473	0.31846019
13801	0.000294101	0.112271	0.295349	0.567116	13.1076	112	194	57.7319587628866	45.360824742268	0.31958762	0.50515461	0.4226804
13802	0.90666	0.00807562	0.00907243	0.129942	0.0137482	56	433	91.4549653579677	87.5288683602771	0.01847575	0.12009238	0.0854503466666667
13803	0	0.100558	1.30155	0.121006	126.202	139	197	49.238578680203	28.4263959390863	0.19289340	0.67005074	0.5076142
13804	0.0377315	0.0437373	0.0191775	0.059815	4.31708	67	486	92.0438957475994	88.2716049382716	0.06172840	0.10082304	0.0795610433333333
13805	0.953918	0.0664274	0.0671675	0.15854	0.00333935	187	1358	85.640648011782	80.1178203240059	0.10751104	0.16200295	0.14359352
13806	0.663952	0.0174652	0.0223648	0.0824876	0.188758	60	483	92.8916494133885	89.648033126294	0.03726708	0.08902691	0.0710835033333333
13807	0.718349	0.251701	0.311077	1.31596	0.13008	108	138	43.9613526570048	28.9855072463768	0.39855072	0.64492756	0.56038649
13808	0.14964	0.0850954	0.124779	0.368557	2.07592	204	638	71.9958202716823	62.2257053291536	0.18495297	0.33542320	0.280041793333333
13809	0.689567	0.750892	0.665971	0.25547	0.159555	70	87	46.7432950191571	32.183908045977	0.47126436	0.62068963	0.532567043333333
13810	0.560958	0.0127245	0.0184436	0.0185091	0.338048	36	390	97.008547008547	95.6410256410256	0.02820513	0.03333334	0.0299145333333333
13811	0.014775	0.0996712	0.0538916	0.20289	5.9431	161	698	79.4651384909265	71.919770773639	0.14613180	0.24785100	0.20534861
13812	0.0121479	0.153646	0.283191	0.501072	6.28915	274	524	52.9898218829516	41.2213740458015	0.40267175	0.51335877	0.470101773333333
13813	0.731811	0.0513701	0.0446444	0.192886	0.117456	100	429	84.6153846153846	78.0885780885781	0.08391608	0.19114219	0.15384615
13814	0.991164	0.0138254	0.0137301	0.0707641	0.000122631	57	506	94.137022397892	91.501976284585	0.02569170	0.07509881	0.0586297733333333
13815	0.244276	0.181605	0.102281	0.797826	1.35575	141	245	58.6394557823129	44.0816326530612	0.23265307	0.51020408	0.41360545
13816	0.600164	0.0795463	0.12105	0.585904	0.274749	71	122	64.7540983606557	52.4590163934426	0.18032786	0.44262296	0.352459013333333
13817	0.190708	0	0.00879226	0.0760123	1.71214	31	196	94.3877551020408	91.8367346938776	0.01020408	0.08163265	0.0561224466666667
